,Retailer_country,Order_method_type,Retailer_type,Product_line,Product_type,Product,Year,Quarter,Revenue,Quantity,Gross_margin,pred
188,United States,Telephone,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2012,Q1 2012,55842.81,129,0.4481739,54528.44795
189,United States,Telephone,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Carryall,2012,Q1 2012,36548.61,529,0.40396584,47243.52276
198,United States,Telephone,Outdoors Shop,Mountaineering Equipment,Safety,Husky Harness Extreme,2012,Q1 2012,44875.6,434,0.47843327,41750.02332
201,United States,Telephone,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Granite Belay,2012,Q1 2012,39216.8,596,0.47613982,38804.39513
202,United States,Telephone,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Granite Pulley,2012,Q1 2012,19881.6,545,0.49698465,19445.99704
203,United States,Telephone,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,2012,Q1 2012,9658.71,249,0.42768755,5891.808535
207,United States,Telephone,Outdoors Shop,Mountaineering Equipment,Tools,Granite Ice,2012,Q1 2012,28952,385,0.48178191,31745.47179
210,United States,Telephone,Outdoors Shop,Mountaineering Equipment,Tools,Granite Grip,2012,Q1 2012,9816.4,506,0.49020619,3066.084665
211,United States,Telephone,Outdoors Shop,Mountaineering Equipment,Tools,Granite Axe,2012,Q1 2012,30912,805,0.49166667,34450.15114
215,United States,Telephone,Outdoors Shop,Personal Accessories,Watches,Venue,2012,Q1 2012,39416,548,0.41927745,37012.4223
216,United States,Telephone,Outdoors Shop,Personal Accessories,Watches,Infinity,2012,Q1 2012,18860,84,0.46155143,35282.75351
217,United States,Telephone,Outdoors Shop,Personal Accessories,Watches,Lux,2012,Q1 2012,16692.8,98,0.47484904,23853.30118
219,United States,Telephone,Outdoors Shop,Personal Accessories,Watches,TX,2012,Q1 2012,66232,351,0.45314319,36950.4396
220,United States,Telephone,Outdoors Shop,Personal Accessories,Watches,Legend,2012,Q1 2012,59893.6,232,0.43754258,40957.2749
221,United States,Telephone,Outdoors Shop,Personal Accessories,Watches,Kodiak,2012,Q1 2012,23066.5,189,0.45080008,25645.69873
227,United States,Telephone,Outdoors Shop,Personal Accessories,Eyewear,Fairway,2012,Q1 2012,11646.7,578,0.40441069,7632.231423
229,United States,Telephone,Outdoors Shop,Personal Accessories,Eyewear,Trendi,2012,Q1 2012,28017.1,557,0.39555057,27475.98513
234,United States,Telephone,Outdoors Shop,Personal Accessories,Binoculars,Seeker Extreme,2012,Q1 2012,13908.51,81,0.45186652,21337.33594
237,United States,Telephone,Outdoors Shop,Personal Accessories,Binoculars,Ranger Vision,2012,Q1 2012,11040,69,0.42833152,20643.42022
239,United States,Telephone,Outdoors Shop,Personal Accessories,Navigation,Glacier GPS Extreme,2012,Q1 2012,39548.34,117,0.4779303,42639.30116
248,United States,Telephone,Eyewear Store,Personal Accessories,Eyewear,Polar Sports,2012,Q1 2012,19377.12,168,0.48950928,22961.52317
252,United States,Telephone,Eyewear Store,Personal Accessories,Binoculars,Seeker Extreme,2012,Q1 2012,14423.64,84,0.45186652,21510.81487
266,United States,Telephone,Sports Store,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2012,Q1 2012,63634.83,147,0.4481739,55569.32153
268,United States,Telephone,Sports Store,Camping Equipment,Packs,Canyon Mule Carryall,2012,Q1 2012,31988.67,463,0.40396584,43426.98631
270,United States,Telephone,Sports Store,Camping Equipment,Lanterns,Firefly Extreme,2012,Q1 2012,8946,180,0.43420523,8313.108125
283,United States,Telephone,Sports Store,Personal Accessories,Watches,TX,2012,Q1 2012,27636,144,0.45761543,24980.39346
284,United States,Telephone,Sports Store,Personal Accessories,Watches,Legend,2012,Q1 2012,18596.6,71,0.44619231,31647.23902
285,United States,Telephone,Sports Store,Personal Accessories,Watches,Kodiak,2012,Q1 2012,12685.8,104,0.4505384,20730.46239
297,United States,Telephone,Sports Store,Personal Accessories,Knives,Bear Edge,2012,Q1 2012,24837.6,632,0.40127226,53199.63267
311,United States,Telephone,Sports Store,Golf Equipment,Irons,Hailstorm Steel Irons,2012,Q1 2012,48967.42,113,0.49000785,48482.53608
312,United States,Telephone,Sports Store,Golf Equipment,Irons,Hailstorm Titanium Irons,2012,Q1 2012,73316.88,84,0.43751289,62107.02003
313,United States,Telephone,Sports Store,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2012,Q1 2012,56826.24,68,0.44955007,51702.57205
314,United States,Telephone,Sports Store,Golf Equipment,Woods,Hailstorm Steel Woods Set,2012,Q1 2012,63461.28,97,0.47786745,22262.5569
316,United States,Telephone,Sports Store,Golf Equipment,Putters,Blue Steel Max Putter,2012,Q1 2012,40579.81,239,0.45933212,40706.49996
337,United States,Mail,Department Store,Golf Equipment,Irons,Hailstorm Steel Irons,2012,Q1 2012,87322.62,237,0.40018978,55652.99851
338,United States,Mail,Department Store,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2012,Q1 2012,33052.14,66,0.44535634,43072.11229
340,United States,Mail,Department Store,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2012,Q1 2012,46233.18,54,0.44845066,43226.27496
349,United States,Mail,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Double Flame,2012,Q1 2012,39516.82,277,0.4742745,32671.29267
352,United States,Mail,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Extreme,2012,Q1 2012,82744.36,332,0.39814629,64719.51606
354,United States,Mail,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2012,Q1 2012,57574.37,133,0.4481739,54759.75319
360,United States,Mail,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Granite Belay,2012,Q1 2012,20595.4,313,0.47613982,22439.54945
362,United States,Mail,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,2012,Q1 2012,8999.28,232,0.42768755,4908.761268
370,United States,Mail,Outdoors Shop,Personal Accessories,Eyewear,Polar Sports,2012,Q1 2012,8650.5,75,0.48950928,17583.67636
373,United States,Mail,Outdoors Shop,Personal Accessories,Binoculars,Seeker Extreme,2012,Q1 2012,14423.64,84,0.45186652,21510.81487
375,United States,Mail,Outdoors Shop,Personal Accessories,Navigation,Glacier GPS Extreme,2012,Q1 2012,83828.96,248,0.4779303,50214.54776
388,United States,Web,Golf Shop,Personal Accessories,Watches,Venue,2012,Q1 2012,41596,574,0.4192105,43189.31378
389,United States,Web,Golf Shop,Personal Accessories,Watches,Infinity,2012,Q1 2012,28460,126,0.45703514,42384.86595
390,United States,Web,Golf Shop,Personal Accessories,Watches,Lux,2012,Q1 2012,8360,50,0.47703349,25751.04574
393,United States,Web,Golf Shop,Personal Accessories,Watches,Legend,2012,Q1 2012,42818.2,166,0.44495939,41814.14588
394,United States,Web,Golf Shop,Personal Accessories,Watches,Kodiak,2012,Q1 2012,23891,189,0.46665606,30319.10616
395,United States,Web,Golf Shop,Personal Accessories,Eyewear,Bella,2012,Q1 2012,14985,222,0.4557037,20437.52005
400,United States,Web,Golf Shop,Personal Accessories,Eyewear,Inferno,2012,Q1 2012,44576.45,700,0.4253174,48303.27491
401,United States,Web,Golf Shop,Personal Accessories,Eyewear,Maximus,2012,Q1 2012,45915,570,0.49786715,46823.06678
402,United States,Web,Golf Shop,Personal Accessories,Eyewear,Trendi,2012,Q1 2012,21578.7,429,0.39525921,24747.6249
404,United States,Web,Golf Shop,Personal Accessories,Eyewear,Hawk Eye,2012,Q1 2012,29484,728,0.40053453,37140.91526
408,United States,Web,Golf Shop,Personal Accessories,Binoculars,Ranger Vision,2012,Q1 2012,31520,197,0.46574841,32718.59531
410,United States,Web,Golf Shop,Golf Equipment,Irons,Hailstorm Steel Irons,2012,Q1 2012,34233.86,79,0.49000785,51189.84898
412,United States,Web,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2012,Q1 2012,64601.91,129,0.44535634,51388.57723
415,United States,Web,Golf Shop,Golf Equipment,Woods,Hailstorm Steel Woods Set,2012,Q1 2012,44488.32,68,0.47786745,25259.00134
443,United States,Web,Department Store,Personal Accessories,Watches,Mountain Man Deluxe,2012,Q1 2012,9122.54,119,0.49126011,14504.39397
450,United States,Web,Department Store,Personal Accessories,Watches,Kodiak,2012,Q1 2012,84741.1,677,0.46201595,56804.03223
453,United States,Web,Department Store,Personal Accessories,Eyewear,Bella,2012,Q1 2012,34087.5,505,0.45412893,35068.0526
459,United States,Web,Department Store,Personal Accessories,Eyewear,Maximus,2012,Q1 2012,56055,694,0.49865132,52259.21607
462,United States,Web,Department Store,Personal Accessories,Eyewear,Hawk Eye,2012,Q1 2012,29929.5,739,0.42281628,36042.69153
467,United States,Web,Department Store,Personal Accessories,Binoculars,Ranger Vision,2012,Q1 2012,35040,219,0.43913784,32256.46099
472,United States,Web,Department Store,Personal Accessories,Navigation,Trail Star,2012,Q1 2012,70686,459,0.42460317,46134.77536
481,United States,Web,Department Store,Golf Equipment,Irons,Hailstorm Steel Irons,2012,Q1 2012,30767.14,83,0.40381199,49686.84108
483,United States,Web,Department Store,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2012,Q1 2012,65102.7,130,0.44535634,49712.09041
486,United States,Web,Department Store,Golf Equipment,Woods,Hailstorm Steel Woods Set,2012,Q1 2012,56264.64,83,0.49608138,24392.08285
487,United States,Web,Department Store,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2012,Q1 2012,66463.28,52,0.48311609,22599.46725
491,United States,Web,Department Store,Golf Equipment,Putters,Blue Steel Max Putter,2012,Q1 2012,89139.75,525,0.45933212,60183.91887
506,United States,Web,Warehouse Store,Camping Equipment,Lanterns,EverGlow Single,2012,Q1 2012,19195.5,573,0.46149254,23832.29496
521,United States,Web,Equipment Rental Store,Camping Equipment,Lanterns,EverGlow Single,2012,Q1 2012,8902.55,263,0.46706056,5906.138909
522,United States,Web,Equipment Rental Store,Camping Equipment,Lanterns,EverGlow Double,2012,Q1 2012,11063.68,216,0.43870394,12350.10177
541,United States,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Double Flame,2012,Q1 2012,36663.62,257,0.4742745,34453.86077
556,United States,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Carryall,2012,Q1 2012,16581.6,240,0.40396584,33470.8135
558,United States,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Extreme,2012,Q1 2012,17085.28,342,0.43711546,20620.06461
559,United States,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Single,2012,Q1 2012,9037.95,267,0.46706056,6137.444149
571,United States,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Granite Belay,2012,Q1 2012,60601.8,921,0.47613982,60537.04013
573,United States,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,2012,Q1 2012,27385.74,706,0.42768755,35257.52643
584,United States,Web,Outdoors Shop,Personal Accessories,Watches,Mountain Man Deluxe,2012,Q1 2012,13513.3,175,0.49494202,17742.66732
609,United States,Web,Outdoors Shop,Personal Accessories,Knives,Bear Survival Edge,2012,Q1 2012,14574,168,0.48126801,18316.484
618,United States,Web,Outdoors Shop,Personal Accessories,Navigation,Glacier GPS Extreme,2012,Q1 2012,57801.42,171,0.4779303,48701.01619
621,United States,Web,Outdoors Shop,Personal Accessories,Navigation,Trail Star,2012,Q1 2012,65758,427,0.42420116,44284.33344
634,United States,Web,Eyewear Store,Personal Accessories,Watches,Venue,2012,Q1 2012,48434,677,0.41921336,47411.11056
636,United States,Web,Eyewear Store,Personal Accessories,Watches,Lux,2012,Q1 2012,10577.6,62,0.47517395,24710.64832
640,United States,Web,Eyewear Store,Personal Accessories,Watches,Kodiak,2012,Q1 2012,26586.3,221,0.44296348,30435.23493
643,United States,Web,Eyewear Store,Personal Accessories,Eyewear,Polar Sports,2012,Q1 2012,9457.88,82,0.48950928,20927.55481
655,United States,Web,Eyewear Store,Personal Accessories,Eyewear,Hawk Eye,2012,Q1 2012,24867,614,0.40013914,28814.4028
661,United States,Web,Eyewear Store,Personal Accessories,Binoculars,Ranger Vision,2012,Q1 2012,57440,359,0.39608531,40352.14437
665,United States,Web,Eyewear Store,Personal Accessories,Navigation,Trail Star,2012,Q1 2012,67452,438,0.42461662,44920.42285
674,United States,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Utensils,2012,Q1 2012,8429.4,446,0.47089947,45383.03333
697,United States,Web,Sports Store,Camping Equipment,Lanterns,Firefly Extreme,2012,Q1 2012,19631.5,395,0.43420523,23684.85903
705,United States,Web,Sports Store,Personal Accessories,Watches,Mountain Man Digital,2012,Q1 2012,14857.77,418,0.43733144,17211.06275
706,United States,Web,Sports Store,Personal Accessories,Watches,Mountain Man Deluxe,2012,Q1 2012,40566.13,528,0.49238441,38155.3547
718,United States,Web,Sports Store,Personal Accessories,Eyewear,Polar Sports,2012,Q1 2012,20069.16,174,0.48950928,26247.57532
733,United States,Web,Sports Store,Personal Accessories,Knives,Bear Survival Edge,2012,Q1 2012,44469.47,511,0.48290366,38150.90828
738,United States,Web,Sports Store,Personal Accessories,Binoculars,Seeker Extreme,2012,Q1 2012,68340.58,398,0.45186652,42607.37046
748,United States,Web,Sports Store,Personal Accessories,Navigation,Trail Star,2012,Q1 2012,62062,403,0.42442557,42896.502
771,United States,Sales visit,Golf Shop,Golf Equipment,Irons,Hailstorm Titanium Irons,2012,Q1 2012,64588.68,74,0.43751289,63263.07007
774,United States,Sales visit,Golf Shop,Golf Equipment,Putters,Blue Steel Max Putter,2012,Q1 2012,40749.6,240,0.45933212,42498.63941
780,United States,Sales visit,Direct Marketing,Camping Equipment,Packs,Canyon Mule Carryall,2012,Q1 2012,60039.21,869,0.40396584,66904.46811
786,United States,Sales visit,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Double Flame,2012,Q1 2012,16691.22,117,0.4742745,23419.0831
789,United States,Sales visit,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Extreme,2012,Q1 2012,82744.36,332,0.39814629,64719.51606
791,United States,Sales visit,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Single,2012,Q1 2012,21507,642,0.46149254,24883.21605
803,United States,Sales visit,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,2012,Q1 2012,31342.32,808,0.42768755,38216.71574
811,United States,Sales visit,Outdoors Shop,Mountaineering Equipment,Tools,Granite Axe,2012,Q1 2012,31971.2,824,0.49690722,35548.85103
816,United States,Sales visit,Outdoors Shop,Personal Accessories,Navigation,Glacier GPS Extreme,2012,Q1 2012,38196.26,113,0.4779303,42407.99592
824,United States,Sales visit,Eyewear Store,Personal Accessories,Eyewear,Polar Sports,2012,Q1 2012,28258.3,245,0.48950928,27414.14903
829,United States,Sales visit,Eyewear Store,Personal Accessories,Binoculars,Seeker Extreme,2012,Q1 2012,14251.93,83,0.45186652,21452.98856
838,United States,Sales visit,Sports Store,Personal Accessories,Knives,Bear Survival Edge,2012,Q1 2012,14487.25,167,0.48126801,15319.5634
839,United States,Sales visit,Sports Store,Personal Accessories,Binoculars,Seeker Extreme,2012,Q1 2012,14423.64,84,0.45186652,21510.81487
843,United States,Sales visit,Sports Store,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2012,Q1 2012,66463.28,52,0.48311609,19660.37296
848,United States,Special,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2012,Q1 2012,61037.49,141,0.4481739,55222.36367
849,United States,Special,Outdoors Shop,Camping Equipment,Lanterns,Firefly Extreme,2012,Q1 2012,9890.3,199,0.43420523,9411.808012
850,United States,Special,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Single,2012,Q1 2012,20468.5,611,0.46149254,23090.60045
856,United States,Special,Outdoors Shop,Mountaineering Equipment,Safety,Husky Harness Extreme,2012,Q1 2012,35156,340,0.47843327,36314.35019
858,United States,Special,Outdoors Shop,Mountaineering Equipment,Tools,Granite Ice,2012,Q1 2012,25342.4,337,0.48178191,28969.80892
859,United States,Special,Outdoors Shop,Mountaineering Equipment,Tools,Granite Axe,2012,Q1 2012,36364.8,947,0.49166667,42661.48714
862,United States,Special,Outdoors Shop,Personal Accessories,Watches,Mountain Man Deluxe,2012,Q1 2012,9275.86,121,0.49126011,11680.9523
865,Canada,Fax,Outdoors Shop,Personal Accessories,Watches,Venue,2012,Q1 2012,12045,165,0.41863014,12511.70014
866,Canada,Fax,Outdoors Shop,Personal Accessories,Watches,TX,2012,Q1 2012,20960,114,0.45054389,20892.35868
868,Canada,Fax,Outdoors Shop,Personal Accessories,Watches,Kodiak,2012,Q1 2012,33445.2,271,0.45531676,28034.21065
872,Canada,Fax,Outdoors Shop,Personal Accessories,Eyewear,Fairway,2012,Q1 2012,11545.95,573,0.40347395,4989.854387
875,Canada,Fax,Outdoors Shop,Personal Accessories,Eyewear,Trendi,2012,Q1 2012,12575,250,0.39662028,7370.062521
876,Canada,Fax,Outdoors Shop,Personal Accessories,Eyewear,Hawk Eye,2012,Q1 2012,15471,382,0.4017284,10106.35914
879,Canada,Fax,Outdoors Shop,Personal Accessories,Navigation,Trail Star,2012,Q1 2012,13552,88,0.42402597,19388.87462
880,Canada,E-mail,Golf Shop,Personal Accessories,Watches,Venue,2012,Q1 2012,21885,303,0.4197231,22226.04403
881,Canada,E-mail,Golf Shop,Personal Accessories,Watches,Infinity,2012,Q1 2012,15180,66,0.44430435,33622.94759
883,Canada,E-mail,Golf Shop,Personal Accessories,Watches,TX,2012,Q1 2012,25360,135,0.45522634,23841.02433
885,Canada,E-mail,Golf Shop,Personal Accessories,Watches,Kodiak,2012,Q1 2012,14796.9,123,0.4434564,21210.22993
890,Canada,E-mail,Golf Shop,Personal Accessories,Eyewear,Inferno,2012,Q1 2012,28286.6,444,0.42419944,28207.39981
897,Canada,E-mail,Golf Shop,Personal Accessories,Binoculars,Ranger Vision,2012,Q1 2012,22560,141,0.46418706,24187.98218
899,Canada,E-mail,Golf Shop,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2012,Q1 2012,72884.02,61,0.42250716,19561.8774
900,Canada,E-mail,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2012,Q1 2012,35102.97,41,0.44845066,41855.60058
902,Canada,E-mail,Golf Shop,Golf Equipment,Putters,Blue Steel Max Putter,2012,Q1 2012,29543.46,174,0.45933212,36328.85747
904,Canada,E-mail,Department Store,Camping Equipment,Cooking Gear,TrailChef Canteen,2012,Q1 2012,8252.57,941,0.49600912,15933.74149
926,Canada,E-mail,Department Store,Camping Equipment,Lanterns,EverGlow Single,2012,Q1 2012,12253.7,362,0.46706056,6338.603809
935,Canada,E-mail,Department Store,Personal Accessories,Watches,Venue,2012,Q1 2012,28299,393,0.41932648,25696.09878
936,Canada,E-mail,Department Store,Personal Accessories,Watches,Infinity,2012,Q1 2012,39820,181,0.47536715,38538.66008
937,Canada,E-mail,Department Store,Personal Accessories,Watches,Lux,2012,Q1 2012,24765.2,143,0.47459015,24102.23964
941,Canada,E-mail,Department Store,Personal Accessories,Watches,Kodiak,2012,Q1 2012,9022.5,75,0.44272652,16700.25392
945,Canada,E-mail,Department Store,Personal Accessories,Eyewear,Bella,2012,Q1 2012,14917.5,221,0.45525122,13353.04083
949,Canada,E-mail,Department Store,Personal Accessories,Eyewear,Fairway,2012,Q1 2012,13339.3,662,0.4047019,10136.39596
950,Canada,E-mail,Department Store,Personal Accessories,Eyewear,Inferno,2012,Q1 2012,40740.8,633,0.4093739,37402.25924
958,Canada,E-mail,Department Store,Personal Accessories,Binoculars,Ranger Vision,2012,Q1 2012,24800,155,0.42211895,23263.23739
963,Canada,E-mail,Department Store,Personal Accessories,Navigation,Trail Star,2012,Q1 2012,37884,246,0.42449055,28525.43158
975,Canada,E-mail,Department Store,Golf Equipment,Irons,Hailstorm Titanium Irons,2012,Q1 2012,86409.18,99,0.43751289,60621.16919
977,Canada,E-mail,Department Store,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2012,Q1 2012,73539.84,88,0.44955007,50505.85276
980,Canada,E-mail,Department Store,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2012,Q1 2012,42178.62,33,0.48311609,16208.42758
984,Canada,E-mail,Department Store,Golf Equipment,Putters,Blue Steel Max Putter,2012,Q1 2012,61803.56,364,0.45933212,45581.54321
990,Canada,E-mail,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Double Flame,2012,Q1 2012,23110.92,162,0.4742745,23668.02155
994,Canada,E-mail,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2012,Q1 2012,38527.21,89,0.4481739,49862.15007
1004,Canada,E-mail,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Granite Belay,2012,Q1 2012,13028.4,198,0.47613982,13436.27833
1013,Canada,E-mail,Outdoors Shop,Mountaineering Equipment,Tools,Granite Axe,2012,Q1 2012,19430.4,506,0.49166667,14806.83901
1016,Canada,E-mail,Outdoors Shop,Personal Accessories,Watches,Venue,2012,Q1 2012,44453,620,0.41911457,38822.67112
1017,Canada,E-mail,Outdoors Shop,Personal Accessories,Watches,Infinity,2012,Q1 2012,33880,154,0.47583471,36977.34972
1018,Canada,E-mail,Outdoors Shop,Personal Accessories,Watches,Lux,2012,Q1 2012,24500.8,146,0.4766228,24275.71857
1019,Canada,E-mail,Outdoors Shop,Personal Accessories,Watches,Sam,2012,Q1 2012,18094.7,403,0.39049998,13990.50572
1021,Canada,E-mail,Outdoors Shop,Personal Accessories,Watches,Legend,2012,Q1 2012,57209,229,0.43407751,38430.55049
